user_coverage,item_coverage,normalized_entropy,gini_coefficient,unique_item_percentage,avg_overlap_ratio,users_with_unique_recs,item_concentration,epoch
1.0,0.0028794734677087,0.8047052553164905,1.019362663098026,0.1785714285714285,0.4228140730568978,0.0,0.2675409836065573,1
1.0,0.0028794734677087,0.8073360414216111,1.0192865506858482,0.1428571428571428,0.4091684836736109,0.0,0.2636065573770492,2
1.0,0.002262443438914,0.855121315852872,1.01945129386262,0.0454545454545454,0.4355315082502948,0.0,0.2740983606557377,3
1.0,0.0019539284245166,0.8743272383941818,1.0186403887198583,0.0526315789473684,0.4482694015987278,0.0,0.1973770491803278,4
1.0,0.0020567667626491,0.8663864563492536,1.019109836065574,0.0,0.4449648711941224,0.0,0.2691803278688524,5
1.0,0.0018510900863842,0.8998128540315906,1.0168386966201173,0.0555555555555555,0.4396209857597755,0.0,0.1973770491803278,6
1.0,0.0018510900863842,0.911593262239421,1.016589759158065,0.0,0.4326652130606399,0.0,0.1973770491803278,7
1.0,0.0020567667626491,0.87412198122574,1.0188950819672131,0.1,0.4370432582301096,0.0,0.2714754098360655,8
